crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Maize,5.39,Laterite,Yes,Rabi,South,106.5,28.1,4.0,62.6,1604.3,3476.48,1554.23,4576.2,3883.72,2500.72,1314.85,20.59,9,12.14,1803.34,101927.59499999997,65.4346,118000.83156400001,16073.236564000035,2982.0476000000067
Maize,12.11,Clay,Yes,Zaid,East,488.2,23.9,5.38,63.0,1579.02,2670.37,706.78,4635.07,2662.0,2725.56,1471.4,21.9,12,22.87,1973.65,199211.92199999996,276.9557,546613.617305,347401.695305,28687.1755
Cotton,2.59,Red,Yes,Kharif,West,1002.2,26.1,6.12,54.5,1358.12,1792.53,2052.22,3870.88,2521.32,1947.98,917.89,5.36,1,7.8,6661.07,37453.834599999995,20.201999999999998,134566.93613999998,97113.10153999997,37495.405999999995
Cotton,11.96,Red,No,Zaid,Central,880.5,33.6,6.96,6.5,1036.06,3190.66,1708.35,3920.21,794.35,1732.36,1294.06,5.63,12,5.21,6757.81,163565.558,62.311600000000006,421089.95359600004,257524.39559600005,21532.1401
Sugarcane,2.47,Sandy,Yes,Zaid,West,1630.8,25.2,4.6,38.6,2943.99,4449.73,1427.51,3931.12,2808.12,603.74,441.64,262.27,2,260.3,377.2,41016.4495,642.941,242517.3452,201500.8957,81579.31
Maize,7.78,Alluvial,Yes,Zaid,North,594.3,24.9,7.64,26.7,1116.8,2811.83,1938.21,5395.99,2435.13,2042.07,1171.35,23.31,14,23.69,2052.52,131570.53639999998,184.30820000000003,378296.26666400005,246725.73026400007,31712.81880000001
Potato,13.82,Clay,Yes,Zaid,East,638.4,22.1,5.13,40.2,1898.38,3076.78,878.81,2775.06,1870.29,1212.1,953.62,76.14,11,68.53,1073.05,175030.85280000002,947.0846,1016269.13003,841238.27723,60871.0765
Groundnut,7.68,Black,Yes,Rabi,North,603.6,23.7,5.85,48.9,1584.69,4033.5,1659.97,6134.87,2059.38,2130.46,989.25,11.21,11,9.57,4922.01,142787.4816,73.4976,361755.922176,218968.44057600002,28511.515700000004
Maize,5.37,Laterite,Yes,Kharif,East,812.0,25.0,6.73,36.6,1451.17,1965.22,1525.96,5608.69,2776.54,2149.35,1302.6,19.58,12,29.15,1751.3,90106.07610000002,156.53549999999998,274140.62114999996,184034.54504999996,34270.86499999999
Tomato,12.28,Sandy,Yes,Kharif,Central,480.9,20.0,7.49,47.6,2074.4,3888.67,944.26,4306.28,3391.15,1871.72,459.86,51.4,12,80.59,1275.37,207978.25519999999,989.6452,1262163.7987239999,1054185.5435239999,85845.72829999999
Maize,3.74,Alluvial,Yes,Rabi,East,1060.0,28.3,6.22,46.7,851.23,3930.11,2115.62,4932.22,2703.86,1807.68,1236.24,14.94,6,22.0,2069.78,65737.83040000002,82.28,170301.4984,104563.66799999999,27958.199999999997
Rice,13.49,Black,Yes,Rabi,West,595.5,26.5,5.85,20.0,2074.0,4543.09,1979.48,4541.45,3164.08,3009.43,1340.07,13.07,10,20.86,2225.98,278590.084,281.4014,626393.8883720001,347803.8043720001,25782.342800000006
Potato,5.21,Laterite,Yes,Rabi,East,615.2,25.4,5.63,44.1,2048.94,2806.23,2284.0,4421.74,2669.9,2276.13,1298.31,57.38,10,74.71,1474.89,92765.3525,389.23909999999995,574084.8561989999,481319.50369899994,92383.78189999999
Groundnut,19.87,Clay,No,Kharif,West,705.7,29.6,4.91,20.1,1282.49,4487.92,1756.08,4684.24,1089.48,1461.5,702.15,7.37,15,9.38,6987.06,307266.8982,186.38060000000002,1302252.435036,994985.5368360002,50074.762800000004
Potato,9.22,Sandy,Yes,Rabi,East,429.4,8.7,5.02,44.9,1226.76,4576.15,1905.73,4003.18,2422.43,2811.84,1439.86,81.63,13,66.18,1299.44,169518.45900000003,610.1796,792891.7794240001,623373.320424,67610.9892
Cotton,17.58,Laterite,Yes,Kharif,North-East,1007.9,34.0,6.67,42.4,1112.24,2830.21,2523.53,4359.22,3320.18,1691.82,1087.36,7.36,11,6.07,7392.64,297533.7648,106.7106,788873.049984,491339.28518400004,27948.764800000004
Maize,4.91,Black,No,Zaid,North,744.4,21.5,6.24,18.6,1361.05,2499.83,1588.72,4606.92,300.23,1837.17,994.03,21.56,6,19.77,1879.33,64752.834500000004,97.0707,182427.878631,117675.044131,23966.4041
Rice,4.04,Red,Yes,Rabi,South,1331.6,34.8,6.61,23.7,1223.95,2460.12,1870.58,2919.17,2380.11,2772.11,427.07,14.47,10,19.36,2292.11,56774.5644,78.2144,179276.00838400002,122501.44398400001,30322.139600000002
Tomato,14.12,Loamy,No,Rabi,Central,661.4,23.7,6.58,19.7,1584.35,3376.65,2000.15,1924.63,651.13,1931.99,984.81,69.88,13,92.48,1208.72,175846.38519999996,1305.8176,1578367.849472,1402521.4642720001,99328.71560000001
Tomato,5.56,Red,Yes,Rabi,West,586.4,28.2,5.54,47.1,1351.72,2866.63,1715.22,6157.13,1867.78,1298.23,609.42,62.77,15,80.44,1572.47,88215.6828,447.24639999999994,703281.546608,615065.863808,110623.35680000001
Tomato,15.52,Sandy,No,Zaid,East,1103.1,30.0,5.7,37.8,1918.42,3171.09,1716.61,5174.79,695.75,1763.82,514.28,68.32,3,39.04,1403.97,232097.8752,605.9008,850666.546176,618568.670976,39856.228800000004
Maize,13.74,Laterite,Yes,Kharif,North-East,985.4,20.8,4.54,38.6,2201.06,4078.0,2184.95,5370.95,2788.35,1853.4,950.87,16.16,13,17.42,2045.16,266934.9492,239.35080000000002,489510.6821280001,222575.7329280001,16199.107200000008
Tomato,9.05,Alluvial,Yes,Kharif,Central,888.5,19.7,6.65,57.8,1269.32,3185.36,2539.8,4402.32,2107.1,1690.22,1330.11,81.69,10,79.88,1516.32,149544.2815,722.914,1096168.95648,946624.6749799999,104599.41159999998
Groundnut,2.53,Red,Yes,Zaid,West,541.6,30.8,6.9,33.2,1611.33,2536.77,1482.83,4172.01,2289.75,1679.72,1002.16,8.93,2,8.8,4834.48,37379.662099999994,22.264,107634.86271999999,70255.20061999999,27768.854
Maize,4.83,Laterite,Yes,Kharif,South,830.7,29.1,5.07,45.1,2497.57,2859.34,2290.34,5373.45,2002.15,2295.96,967.74,27.7,7,19.24,2256.19,88324.03650000002,92.9292,209665.931748,121341.89524799999,25122.545599999998
Cotton,19.37,Loamy,Yes,Rabi,East,856.7,31.7,6.34,32.5,1437.95,4501.64,2484.23,4719.06,2089.05,2945.23,981.69,6.98,4,7.69,5781.01,371106.92449999996,148.95530000000002,861112.0788530002,490005.1543530002,25297.11690000001
Tomato,11.97,Alluvial,No,Kharif,West,1238.4,17.6,5.42,36.1,1229.0,2748.47,852.48,4605.28,0.0,1206.68,838.84,88.84,17,36.26,1300.38,137424.5775,434.0322,564406.7922360001,426982.21473600005,35671.0288
Potato,19.18,Red,No,Kharif,South,499.7,19.5,5.86,31.7,1462.39,3035.78,1468.88,3410.64,989.42,2047.17,741.16,60.89,5,65.53,1120.96,252321.33920000002,1256.8654,1408895.838784,1156574.4995839999,60301.068799999994
Wheat,13.19,Sandy,Yes,Zaid,South,609.3,25.7,6.82,30.6,605.99,3750.16,2772.3,5918.33,3415.48,1388.14,1273.65,17.61,11,14.7,2422.65,252246.21949999998,193.89299999999997,469734.8764499999,217488.65694999995,16488.904999999995
Wheat,6.54,Sandy,No,Rabi,Central,780.2,21.4,5.72,26.3,1197.91,1582.33,916.52,5779.46,299.37,1549.57,1492.8,18.91,3,13.64,2021.81,83829.45839999999,89.2056,180356.774136,96527.315736,14759.528400000001
Maize,14.11,Red,No,Kharif,North-East,864.1,29.4,7.05,16.0,648.73,2787.32,2065.61,4602.42,592.18,3170.57,619.27,16.85,12,15.85,1895.28,204398.87099999998,223.6435,423867.05267999996,219468.18167999998,15554.088
Cotton,19.71,Alluvial,Yes,Rabi,South,516.0,38.2,6.97,57.3,1627.2,2951.02,1737.48,3950.91,3649.83,1946.16,1463.57,5.66,7,6.15,7084.49,341498.81070000003,121.21650000000001,858757.082085,517258.271385,26243.443499999998
Tomato,3.46,Sandy,Yes,Zaid,East,906.9,24.1,7.27,52.7,1193.42,2652.96,2965.51,5237.5,2332.94,2749.41,1206.31,98.69,17,68.84,1436.2,63449.653,238.18640000000002,342083.30768,278633.65468000004,80529.95800000001
Rice,12.37,Loamy,Yes,Rabi,East,1102.7,30.7,8.09,40.8,1247.62,4240.03,1989.32,2659.74,1887.3,2900.74,1120.58,21.08,5,18.06,1828.53,198480.73209999996,223.40219999999997,408497.6247659999,210016.89266599994,16977.921799999996
Tomato,4.31,Black,No,Kharif,South,360.8,24.4,6.23,36.9,1555.64,3432.88,1382.57,4435.2,1129.85,1928.58,733.06,83.17,0,70.14,1533.99,62916.4318,302.30339999999995,463730.39256599994,400813.9607659999,92996.27859999999
Groundnut,6.96,Black,Yes,Rabi,North,920.3,31.0,5.45,34.2,1310.19,3029.71,1642.11,5560.61,2599.62,3483.09,1051.15,9.48,7,7.83,6508.32,129988.3008,54.4968,354682.61337599996,224694.31257599997,32283.665599999997
Rice,1.74,Red,No,Rabi,South,1509.3,28.0,4.94,39.2,996.48,4233.62,1566.79,3502.08,614.73,1686.55,858.75,14.81,15,12.49,1892.41,23418.66,21.7326,41126.989566000004,17708.329566000004,10177.200900000002
Rice,12.22,Loamy,No,Zaid,North,960.6,31.7,5.57,51.9,1736.53,2788.79,1538.88,5203.06,1026.32,1957.57,1013.4,21.09,1,17.15,2487.54,186532.801,209.573,521321.22042,334788.41942000005,27396.761000000002
Sugarcane,2.07,Laterite,Yes,Zaid,South,2227.2,30.9,6.73,54.0,2633.42,3629.86,2143.83,4991.5,2621.32,2333.97,987.2,198.93,3,241.82,386.46,40036.077000000005,500.56739999999996,193449.27740399996,153413.20040399994,74112.65719999997
Potato,0.57,Sandy,Yes,Rabi,North-East,387.8,15.4,4.71,60.2,2712.7,3340.73,1927.6,4142.0,2686.16,2501.37,965.83,82.18,14,81.89,1326.48,10417.542300000001,46.677299999999995,61916.504903999994,51498.96260399999,90349.0572
Sugarcane,13.14,Clay,Yes,Zaid,Central,1226.3,23.1,8.64,41.8,2721.92,3973.63,1477.57,4806.4,2061.97,1628.21,724.69,232.07,0,302.12,320.76,228562.2846,3969.8568,1273371.2671679999,1044808.9825679999,79513.62119999998
Maize,9.72,Red,No,Kharif,Central,274.5,30.2,6.16,37.5,1725.97,3983.06,1116.03,3617.01,138.38,1785.62,591.38,20.79,10,15.25,1688.6,125946.414,148.23000000000002,250301.178,124354.76400000001,12793.7
Groundnut,19.21,Clay,Yes,Rabi,North-East,307.1,25.0,7.02,40.0,1671.59,3260.01,2039.85,4788.4,3010.44,1670.99,1012.36,9.25,4,9.74,6410.01,335284.4244000001,187.1054,1199347.485054,864063.0606539999,44979.85739999999
Rice,14.55,Alluvial,Yes,Kharif,East,1635.0,38.2,7.0,62.1,1263.21,2859.8,1768.63,5054.03,1773.62,1730.67,1452.96,15.36,8,16.71,1928.92,231387.48600000003,243.1305,468979.28406000003,237591.79806,16329.3332
Sugarcane,6.19,Loamy,Yes,Rabi,West,1909.1,21.2,7.39,34.8,2162.48,2555.09,2236.17,4667.25,3074.69,1973.16,578.45,220.48,9,302.0,395.06,106760.72510000001,1869.38,738517.2628,631756.5377,102060.82999999999
Potato,7.35,Alluvial,Yes,Kharif,South,439.3,18.5,4.74,49.0,1484.43,3280.87,1390.75,5473.31,2336.88,1893.51,886.84,76.07,17,63.79,1000.84,123087.4365,468.8565,469250.33946,346162.90296,47096.9936
Rice,11.43,Red,Yes,Kharif,East,1827.7,30.8,5.75,60.7,1337.55,2780.05,1691.43,4749.61,2252.63,2332.37,825.1,16.72,3,18.32,2459.98,182522.69819999998,209.3976,515113.908048,332591.209848,29098.093600000004
Maize,18.35,Laterite,Yes,Zaid,East,1306.7,30.6,6.88,82.1,1322.44,3145.68,2123.81,4343.24,2569.11,2652.47,1258.95,21.62,11,13.81,1570.2,319578.09500000003,253.41350000000003,397909.87770000007,78331.78270000004,4268.7620000000015
Sugarcane,13.99,Loamy,Yes,Zaid,North,1574.5,30.9,7.23,48.4,2507.6,3475.72,857.21,4142.26,2528.1,1831.18,925.95,320.79,11,350.79,306.3,227589.59980000003,4907.552100000001,1503183.2082300002,1275593.6084300003,91178.95700000002
Cotton,17.08,Sandy,Yes,Kharif,Central,911.2,20.7,6.77,48.1,1668.13,4077.97,1397.14,4189.36,1148.09,1627.12,842.68,5.94,9,6.41,6326.81,255354.36920000002,109.4828,692676.873868,437322.504668,25604.362100000002
Cotton,4.16,Alluvial,Yes,Rabi,West,831.1,21.6,7.03,41.6,909.12,3091.28,1795.86,3952.58,2812.61,1832.47,710.5,7.07,9,6.07,7651.14,62834.387200000005,25.2512,193200.46636800002,130366.07916800003,31337.999800000005
Rice,0.63,Clay,No,Kharif,East,1353.4,26.9,5.8,11.4,1081.16,3908.65,2100.55,3686.51,369.89,885.05,851.7,13.86,4,17.98,2556.72,8116.6113000000005,11.3274,28960.990128,20844.378828,33086.3156
Maize,11.48,Laterite,No,Rabi,Central,941.6,35.0,6.44,29.5,1057.67,3545.87,1857.57,5349.97,568.3,2737.04,1002.4,21.29,0,14.14,2144.95,185044.05359999998,162.3272,348183.72764,163139.67404,14210.773000000001
Rice,13.79,Laterite,No,Zaid,East,1389.0,36.4,6.83,10.7,1710.48,3044.04,1850.08,4244.31,1462.51,3189.36,1013.95,21.41,16,10.96,2117.67,227738.1267,151.1384,320061.255528,92323.12882800002,6694.933200000001
Potato,9.95,Alluvial,No,Zaid,North,403.1,17.8,4.39,38.5,1594.53,2839.79,1686.12,5194.99,550.91,1152.42,605.49,80.03,19,57.07,1247.29,135561.28749999998,567.8465,708269.260985,572707.973485,57558.5903
Groundnut,17.34,Loamy,No,Kharif,North,810.7,18.3,5.96,43.1,1410.87,4296.57,1809.2,4050.96,944.67,2584.85,1393.01,10.14,11,6.95,6990.89,285938.85419999994,120.513,842493.1265700001,556554.2723700001,32096.55550000001
Tomato,3.24,Clay,No,Kharif,South,277.2,18.2,6.1,32.9,1407.42,3916.28,1678.24,5689.92,817.92,1285.71,1048.46,68.66,16,62.95,1414.58,51334.39800000001,203.95800000000003,288514.90764000005,237180.50964000003,73203.861
Cotton,16.22,Red,Yes,Rabi,Central,323.7,24.9,8.08,49.3,1762.73,2990.84,1820.17,4218.96,1707.2,1447.73,1470.46,5.68,6,5.86,6587.34,250081.41979999997,95.0492,626121.397128,376039.97732800007,23183.722400000006
Tomato,14.04,Sandy,Yes,Kharif,North-East,844.1,24.8,6.63,29.0,1570.82,3746.4,1722.98,4864.09,2366.8,1610.56,1481.65,68.65,13,77.72,1609.66,243780.732,1091.1888,1756442.9638079999,1512662.2318079998,107739.47519999999
Sugarcane,16.53,Red,Yes,Rabi,West,733.2,31.6,6.3,42.5,2545.35,2620.76,1715.06,5743.15,3338.3,2430.41,642.9,309.34,10,279.55,340.27,314663.9229,4620.9615,1572374.569605,1257710.6467050002,76086.5485
Sugarcane,8.63,Red,Yes,Zaid,North,1479.7,24.0,4.98,49.1,3321.82,3554.92,1769.17,4778.1,3516.17,1385.81,1060.96,281.05,9,328.43,320.86,167309.37850000002,2834.3509000000004,909429.8297740001,742120.4512740001,85993.09980000001
Sugarcane,5.92,Loamy,Yes,Rabi,South,1330.5,39.5,6.16,38.1,1944.19,4520.72,1835.07,5225.49,1676.11,2880.85,1235.96,253.25,0,325.72,389.45,114364.8688,1928.2624,750961.79168,636596.92288,107533.264
Maize,8.89,Red,Yes,Rabi,North,785.9,13.9,6.78,59.3,1248.97,2881.6,2326.04,4442.52,3511.05,2027.79,722.18,16.13,3,19.26,2228.45,152553.73350000003,171.22140000000002,381558.32883,229004.59532999998,25759.796999999995
Cotton,12.95,Clay,Yes,Zaid,North-East,653.7,21.5,6.74,61.0,1463.87,3046.81,1663.0,3170.42,3211.55,1764.17,1410.22,6.94,9,7.26,6569.76,203704.018,94.017,617669.12592,413965.10792,31966.4176
Groundnut,4.18,Clay,Yes,Zaid,East,678.3,24.8,7.73,34.1,1625.9,3381.81,1009.02,4508.6,1949.72,959.37,1041.06,11.77,8,9.42,5647.38,60507.50639999999,39.3756,222368.975928,161861.46952800002,38722.83960000001
Wheat,2.22,Black,Yes,Kharif,North-East,364.4,23.1,6.25,46.0,1079.93,3687.44,1193.64,4884.73,3813.24,2810.1,1215.5,15.69,4,14.73,2342.25,41479.7676,32.7006,76592.98035,35113.21275,15816.762499999999
Potato,4.91,Alluvial,No,Rabi,North-East,470.2,12.7,4.64,29.4,1407.15,3375.0,2098.47,4372.16,360.87,2282.27,1200.46,66.83,2,59.6,1139.7,74123.2258,292.636,333517.2492,259394.0234,52829.74
Maize,0.89,Black,Yes,Kharif,South,872.9,26.7,6.04,53.4,1591.38,3942.66,1941.04,4722.31,2132.12,2420.81,1853.59,20.53,13,29.99,2132.81,16557.4799,26.6911,56927.044990999995,40369.565091,45359.06189999999
Rice,11.13,Laterite,No,Rabi,North,1029.3,19.1,5.59,9.5,1860.0,2991.15,2449.67,4246.17,184.09,1893.23,1227.33,18.22,11,11.18,2205.25,165298.7532,124.4334,274406.75535,109108.00214999999,9803.054999999998
Rice,14.78,Sandy,Yes,Kharif,North-East,1342.9,18.1,5.84,54.1,1869.88,3812.3,2263.77,5175.38,2280.27,1193.66,1126.11,16.35,9,18.98,2396.29,261921.84860000003,280.5244,672217.814476,410295.965876,27760.214200000002
Wheat,5.52,Loamy,Yes,Rabi,South,175.7,21.9,5.32,33.7,1517.05,4746.86,1553.57,4070.8,3274.36,1775.13,1216.66,10.57,16,13.54,2308.53,100212.4536,74.7408,172541.379024,72328.925424,13103.066200000001
Tomato,5.47,Loamy,No,Kharif,North-East,478.2,19.3,6.15,33.6,1460.45,3782.36,1933.77,4225.62,236.57,1852.7,1344.62,71.83,13,80.66,1583.93,81153.4123,441.2102,698846.072086,617692.659786,112923.70380000002
Tomato,9.75,Laterite,Yes,Zaid,Central,827.2,22.7,6.15,41.1,1049.91,2822.76,2871.72,4339.96,2112.61,2858.66,1084.54,74.86,6,81.81,1586.37,167116.56,797.6475,1265364.064575,1098247.504575,112640.76969999999
Rice,10.45,Loamy,Yes,Rabi,West,1306.6,36.3,6.27,17.0,1736.44,2980.59,1123.1,4186.47,2545.76,876.71,655.25,18.62,7,17.74,2385.82,147390.14400000003,185.38299999999998,442290.46906,294900.32505999994,28220.1268
Rice,14.44,Red,No,Rabi,North-East,1791.4,18.4,5.33,35.0,1089.44,3156.9,1194.05,3349.16,700.87,1326.09,1095.87,17.36,17,8.83,2517.2,172014.7672,127.5052,320956.08944,148941.32224,10314.496000000001
Groundnut,4.45,Laterite,Yes,Zaid,South,430.0,26.3,5.42,40.0,564.1,2760.56,2113.75,3061.35,1815.94,3074.54,809.05,8.22,6,9.36,5975.14,63186.840500000006,41.652,248876.53128000002,185689.69078,41728.0204
Sugarcane,2.36,Red,Yes,Kharif,South,2600.8,19.0,5.66,32.5,1971.83,1934.15,1677.95,4215.27,2174.35,2132.83,1118.55,372.87,0,165.83,394.27,35930.8348,391.35880000000003,154301.034076,118370.19927600001,50156.864100000006
Cotton,9.33,Laterite,Yes,Kharif,West,913.3,20.9,5.57,35.9,1658.59,3646.05,2399.86,4922.75,2534.05,2888.27,1034.55,7.9,1,5.75,6495.17,178054.83959999998,53.6475,348449.632575,170394.79297500002,18263.107500000002
Potato,16.52,Red,Yes,Zaid,North-East,145.4,17.7,5.47,36.3,698.87,2968.09,2291.62,3933.95,2085.56,2785.72,1402.08,54.48,22,66.45,1115.77,267060.50279999996,1097.754,1224840.98058,957780.4777800001,57977.02650000001
Rice,14.22,Red,No,Rabi,Central,977.5,21.8,4.95,32.6,1625.09,3322.31,2172.17,5197.71,663.71,1846.62,892.74,18.52,9,13.08,2122.26,223543.37699999995,185.9976,394735.266576,171191.88957600007,12038.810800000005
Groundnut,14.72,Laterite,Yes,Kharif,East,395.7,27.4,5.37,41.3,1401.71,3045.28,1173.35,4727.88,2947.61,2163.99,1671.65,6.94,3,11.0,6234.93,252175.23840000003,161.92000000000002,1009559.8656000001,757384.6272000001,51452.76
Cotton,6.46,Red,Yes,Rabi,West,797.6,29.3,7.69,65.7,1371.61,3503.63,1897.69,4825.63,1821.7,1074.51,733.78,7.36,9,8.25,6415.83,98376.43300000002,53.295,341931.65985,243555.22684999998,37702.04749999999
Tomato,19.93,Clay,Yes,Rabi,North-East,446.1,25.9,6.72,36.3,1430.5,3564.52,1724.42,4471.78,1778.28,1422.42,955.2,80.23,8,82.79,1341.7,305868.10160000005,1650.0047000000002,2213811.3059900003,1907943.20439,95732.22300000001
Sugarcane,5.48,Alluvial,Yes,Kharif,East,1679.6,24.3,6.96,49.5,2597.98,4244.46,1473.96,3934.43,2590.72,2249.17,752.77,286.96,13,396.9,334.57,97782.32520000002,2175.012,727693.7648400001,629911.43964,114947.343
Rice,10.96,Black,Yes,Zaid,North,1709.7,20.9,5.54,13.7,1844.25,3554.5,1614.69,5423.57,2490.12,1509.04,485.13,19.53,5,17.06,2539.55,185457.44800000003,186.9776,474838.96408,289381.51608,26403.422999999995
Potato,10.12,Alluvial,Yes,Zaid,North,599.4,9.2,5.89,54.8,1188.75,4795.29,1624.16,5198.18,1290.69,2765.88,1440.63,67.15,10,65.0,1368.98,185232.2296,657.8,900515.044,715282.8144,70680.12000000001
Potato,14.14,Alluvial,Yes,Rabi,East,390.4,23.6,6.18,36.5,1642.69,4022.79,1755.88,5409.06,2347.84,1871.69,706.83,73.02,3,65.74,1227.35,251080.86920000004,929.5636,1140899.8844599999,889819.0152599998,62929.20899999998
Groundnut,1.14,Laterite,No,Rabi,South,911.1,27.0,5.39,33.7,1347.75,4494.02,879.48,4584.89,1497.21,1930.28,480.01,11.18,7,7.85,5394.01,17343.5496,8.948999999999998,48270.995489999994,30927.445889999995,27129.338499999998
Tomato,4.14,Clay,Yes,Kharif,East,631.3,29.7,7.04,50.5,1409.77,3712.91,1231.2,3578.16,2452.94,2302.19,1318.46,91.3,0,60.12,1583.76,66263.3082,248.89679999999996,394192.7959679999,327929.4877679999,79210.02119999997
Tomato,17.32,Loamy,No,Rabi,East,435.1,25.0,6.54,5.0,2442.33,3479.74,1992.17,4859.57,316.2,1563.46,1636.5,79.63,3,70.16,1543.86,282142.28040000005,1215.1712,1876054.208832,1593911.9284319999,92027.24759999999
Maize,16.29,Alluvial,Yes,Kharif,North,826.5,15.2,4.16,48.8,2055.82,3319.88,1804.42,5298.94,3061.06,1793.88,1010.25,20.53,3,21.48,2013.65,298827.83249999996,349.9092,704594.66058,405766.82808000006,24908.952000000005
Wheat,12.58,Black,Yes,Zaid,Central,872.1,22.4,8.18,40.4,1224.26,3793.16,1998.62,6255.13,2165.81,2542.95,1348.74,17.71,17,12.67,2600.96,243154.66860000003,159.3886,414563.373056,171408.70445599995,13625.493199999995
Groundnut,0.86,Laterite,Yes,Kharif,North-East,650.9,25.6,6.71,45.4,1489.22,3650.74,2050.41,3935.41,3232.83,1839.37,869.97,10.03,2,11.39,6209.15,14678.437,9.7954,60821.10791,46142.67091,53654.2685
Sugarcane,14.96,Loamy,Yes,Rabi,South,2180.0,25.2,6.73,58.4,2180.27,3739.85,2378.98,4334.3,1864.38,1350.38,1118.38,264.47,5,306.03,381.8,253819.43840000007,4578.208799999999,1747960.1198399998,1494140.6814399997,99875.71399999998
Potato,6.74,Loamy,Yes,Kharif,North,327.5,25.0,4.0,54.6,1227.97,3408.72,2006.92,4102.33,1713.07,1480.58,1384.4,60.55,5,52.79,1364.8,103283.6926,355.8046,485602.11808,382318.42548,56723.801999999996
Sugarcane,0.88,Clay,No,Zaid,Central,1300.5,32.5,5.92,22.9,2634.5,1835.36,1963.15,4534.09,521.73,2147.57,991.4,337.18,8,290.52,360.19,12872.464,255.65759999999997,92085.310944,79212.84694399999,90014.59879999999
Potato,12.05,Black,Yes,Rabi,West,518.0,10.5,5.58,33.8,791.52,4785.83,1204.06,5875.7,3010.77,2346.4,743.5,59.98,5,71.12,1008.91,226031.24900000004,856.9960000000001,864631.8343600001,638600.58536,52995.8992
Wheat,9.43,Loamy,Yes,Zaid,North-East,581.8,17.6,6.35,49.3,1420.15,2696.47,1844.47,3181.92,1986.38,1549.58,1253.18,18.18,2,17.76,2237.37,131380.1745,167.4768,374707.568016,243327.39351599998,25803.5412
Wheat,3.73,Loamy,Yes,Rabi,South,465.8,9.1,7.57,50.4,1264.05,2704.59,2685.75,5288.09,1398.65,1091.74,960.3,16.13,6,12.33,2438.98,57416.524099999995,45.9909,112170.885282,54754.36118200001,14679.453400000002
Cotton,2.69,Loamy,No,Rabi,South,895.0,26.1,6.72,37.3,1069.83,2853.78,1219.05,4725.27,532.99,1721.35,695.78,5.25,0,6.71,6556.64,34480.554500000006,18.0499,118346.69633600001,83866.141836,31177.004399999998
Cotton,15.25,Red,Yes,Zaid,East,1042.9,25.3,7.24,44.3,1199.19,3384.61,1366.57,5612.4,2655.7,2220.23,1407.46,5.08,0,6.78,7442.1,272153.94,103.39500000000001,769475.9295000001,497321.9895000001,32611.278000000006
Rice,11.24,Clay,Yes,Zaid,Central,1261.4,20.0,6.05,27.1,2263.18,4093.51,1588.54,5236.26,1801.17,1422.52,1099.94,14.63,7,21.11,2501.41,196757.5488,237.2764,593525.5597239999,396768.01092399994,35299.645099999994
Wheat,13.82,Clay,Yes,Rabi,South,604.3,27.0,6.81,35.8,2487.68,3064.71,1666.1,3981.82,2606.06,2229.01,983.99,16.38,6,16.59,1913.96,235207.6934,229.2738,438820.882248,203613.18884800002,14733.226400000001
Groundnut,3.67,Sandy,No,Rabi,South,1146.0,21.9,6.44,21.0,1603.08,3138.36,2179.08,4850.37,607.85,1974.85,1129.32,8.94,18,8.11,6253.97,56822.2797,29.763699999999996,186141.28688899998,129319.00718899998,35236.7867
Sugarcane,4.45,Black,No,Zaid,East,1355.9,35.8,5.78,21.2,1639.05,3668.29,1549.89,3160.75,1042.8,1215.4,1239.08,240.92,2,217.45,432.04,60142.90699999999,967.6525,418064.5861,357921.6791,80431.838
